1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: C6000000443D2F21
Is Mission Active?  true
Mission Start:  Thu Aug 03 13:13:00 MDT 2023
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  2477
Total Samples:  114774
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
8/3/23, 1:13:00 PM,C,26
8/3/23, 2:13:00 PM,C,25.5
8/3/23, 3:13:00 PM,C,26
8/3/23, 4:13:00 PM,C,28
8/3/23, 5:13:00 PM,C,22.5
8/3/23, 6:13:00 PM,C,22.5
8/3/23, 7:13:00 PM,C,22.5
8/3/23, 8:13:00 PM,C,25
8/3/23, 9:13:00 PM,C,25
8/3/23, 10:13:00 PM,C,25
8/3/23, 11:13:00 PM,C,24.5
8/4/23, 12:13:00 AM,C,24.5
8/4/23, 1:13:00 AM,C,24.5
8/4/23, 2:13:00 AM,C,24.5
8/4/23, 3:13:00 AM,C,24.5
8/4/23, 4:13:00 AM,C,24.5
8/4/23, 5:13:00 AM,C,21
8/4/23, 6:13:00 AM,C,20.5
8/4/23, 7:13:00 AM,C,19.5
8/4/23, 8:13:00 AM,C,19.5
8/4/23, 9:13:00 AM,C,20.5
8/4/23, 10:13:00 AM,C,23.5
8/4/23, 11:13:00 AM,C,15
8/4/23, 12:13:00 PM,C,13.5
8/4/23, 1:13:00 PM,C,13.5
8/4/23, 2:13:00 PM,C,14
8/4/23, 3:13:00 PM,C,14
8/4/23, 4:13:00 PM,C,14
8/4/23, 5:13:00 PM,C,14
8/4/23, 6:13:00 PM,C,14
8/4/23, 7:13:00 PM,C,13.5
8/4/23, 8:13:00 PM,C,12.5
8/4/23, 9:13:00 PM,C,11.5
8/4/23, 10:13:00 PM,C,10.5
8/4/23, 11:13:00 PM,C,10
8/5/23, 12:13:00 AM,C,9
8/5/23, 1:13:00 AM,C,8.5
8/5/23, 2:13:00 AM,C,8
8/5/23, 3:13:00 AM,C,8
8/5/23, 4:13:00 AM,C,7.5
8/5/23, 5:13:00 AM,C,7
8/5/23, 6:13:00 AM,C,6.5
8/5/23, 7:13:00 AM,C,6
8/5/23, 8:13:00 AM,C,7
8/5/23, 9:13:00 AM,C,8.5
8/5/23, 10:13:00 AM,C,11.5
8/5/23, 11:13:00 AM,C,11.5
8/5/23, 12:13:00 PM,C,13
8/5/23, 1:13:00 PM,C,13
8/5/23, 2:13:00 PM,C,14
8/5/23, 3:13:00 PM,C,14
8/5/23, 4:13:00 PM,C,14.5
8/5/23, 5:13:00 PM,C,13.5
8/5/23, 6:13:00 PM,C,12.5
8/5/23, 7:13:00 PM,C,12
8/5/23, 8:13:00 PM,C,10.5
8/5/23, 9:13:00 PM,C,10
8/5/23, 10:13:00 PM,C,9
8/5/23, 11:13:00 PM,C,9
8/6/23, 12:13:00 AM,C,8.5
8/6/23, 1:13:00 AM,C,8.5
8/6/23, 2:13:00 AM,C,8
8/6/23, 3:13:00 AM,C,8
8/6/23, 4:13:00 AM,C,7.5
8/6/23, 5:13:00 AM,C,7.5
8/6/23, 6:13:00 AM,C,7
8/6/23, 7:13:00 AM,C,7
8/6/23, 8:13:00 AM,C,7.5
8/6/23, 9:13:00 AM,C,8.5
8/6/23, 10:13:00 AM,C,11.5
8/6/23, 11:13:00 AM,C,15
8/6/23, 12:13:00 PM,C,13
8/6/23, 1:13:00 PM,C,12.5
8/6/23, 2:13:00 PM,C,12.5
8/6/23, 3:13:00 PM,C,13
8/6/23, 4:13:00 PM,C,12
8/6/23, 5:13:00 PM,C,11.5
8/6/23, 6:13:00 PM,C,11
8/6/23, 7:13:00 PM,C,10.5
8/6/23, 8:13:00 PM,C,10
8/6/23, 9:13:00 PM,C,9
8/6/23, 10:13:00 PM,C,8
8/6/23, 11:13:00 PM,C,7.5
8/7/23, 12:13:00 AM,C,7
8/7/23, 1:13:00 AM,C,7
8/7/23, 2:13:00 AM,C,7
8/7/23, 3:13:00 AM,C,6.5
8/7/23, 4:13:00 AM,C,6
8/7/23, 5:13:00 AM,C,6
8/7/23, 6:13:00 AM,C,5.5
8/7/23, 7:13:00 AM,C,5.5
8/7/23, 8:13:00 AM,C,6
8/7/23, 9:13:00 AM,C,8
8/7/23, 10:13:00 AM,C,10
8/7/23, 11:13:00 AM,C,12.5
8/7/23, 12:13:00 PM,C,12
8/7/23, 1:13:00 PM,C,12.5
8/7/23, 2:13:00 PM,C,12.5
8/7/23, 3:13:00 PM,C,12.5
8/7/23, 4:13:00 PM,C,12.5
8/7/23, 5:13:00 PM,C,12.5
8/7/23, 6:13:00 PM,C,12
8/7/23, 7:13:00 PM,C,11.5
8/7/23, 8:13:00 PM,C,10.5
8/7/23, 9:13:00 PM,C,9.5
8/7/23, 10:13:00 PM,C,9
8/7/23, 11:13:00 PM,C,8.5
8/8/23, 12:13:00 AM,C,8
8/8/23, 1:13:00 AM,C,7.5
8/8/23, 2:13:00 AM,C,7
8/8/23, 3:13:00 AM,C,7
8/8/23, 4:13:00 AM,C,7
8/8/23, 5:13:00 AM,C,6.5
8/8/23, 6:13:00 AM,C,6
8/8/23, 7:13:00 AM,C,5.5
8/8/23, 8:13:00 AM,C,6.5
8/8/23, 9:13:00 AM,C,8.5
8/8/23, 10:13:00 AM,C,10
8/8/23, 11:13:00 AM,C,12.5
8/8/23, 12:13:00 PM,C,13
8/8/23, 1:13:00 PM,C,13
8/8/23, 2:13:00 PM,C,13
8/8/23, 3:13:00 PM,C,13
8/8/23, 4:13:00 PM,C,13.5
8/8/23, 5:13:00 PM,C,13.5
8/8/23, 6:13:00 PM,C,13.5
8/8/23, 7:13:00 PM,C,12.5
8/8/23, 8:13:00 PM,C,11.5
8/8/23, 9:13:00 PM,C,10.5
8/8/23, 10:13:00 PM,C,9.5
8/8/23, 11:13:00 PM,C,9.5
8/9/23, 12:13:00 AM,C,9
8/9/23, 1:13:00 AM,C,8
8/9/23, 2:13:00 AM,C,7
8/9/23, 3:13:00 AM,C,7
8/9/23, 4:13:00 AM,C,6.5
8/9/23, 5:13:00 AM,C,6.5
8/9/23, 6:13:00 AM,C,6
8/9/23, 7:13:00 AM,C,5.5
8/9/23, 8:13:00 AM,C,6
8/9/23, 9:13:00 AM,C,7.5
8/9/23, 10:13:00 AM,C,9
8/9/23, 11:13:00 AM,C,11.5
8/9/23, 12:13:00 PM,C,12
8/9/23, 1:13:00 PM,C,12
8/9/23, 2:13:00 PM,C,12.5
8/9/23, 3:13:00 PM,C,13
8/9/23, 4:13:00 PM,C,13.5
8/9/23, 5:13:00 PM,C,13.5
8/9/23, 6:13:00 PM,C,13.5
8/9/23, 7:13:00 PM,C,13
8/9/23, 8:13:00 PM,C,11.5
8/9/23, 9:13:00 PM,C,11
8/9/23, 10:13:00 PM,C,10
8/9/23, 11:13:00 PM,C,9.5
8/10/23, 12:13:00 AM,C,9
8/10/23, 1:13:00 AM,C,8.5
8/10/23, 2:13:00 AM,C,8
8/10/23, 3:13:00 AM,C,7.5
8/10/23, 4:13:00 AM,C,7.5
8/10/23, 5:13:00 AM,C,8
8/10/23, 6:13:00 AM,C,8
8/10/23, 7:13:00 AM,C,8
8/10/23, 8:13:00 AM,C,8.5
8/10/23, 9:13:00 AM,C,9.5
8/10/23, 10:13:00 AM,C,11
8/10/23, 11:13:00 AM,C,13
8/10/23, 12:13:00 PM,C,13
8/10/23, 1:13:00 PM,C,13.5
8/10/23, 2:13:00 PM,C,14
8/10/23, 3:13:00 PM,C,14.5
8/10/23, 4:13:00 PM,C,15
8/10/23, 5:13:00 PM,C,15
8/10/23, 6:13:00 PM,C,14.5
8/10/23, 7:13:00 PM,C,14
8/10/23, 8:13:00 PM,C,12.5
8/10/23, 9:13:00 PM,C,12
8/10/23, 10:13:00 PM,C,11
8/10/23, 11:13:00 PM,C,10.5
8/11/23, 12:13:00 AM,C,10.5
8/11/23, 1:13:00 AM,C,10
8/11/23, 2:13:00 AM,C,9.5
8/11/23, 3:13:00 AM,C,9
8/11/23, 4:13:00 AM,C,9
8/11/23, 5:13:00 AM,C,9
8/11/23, 6:13:00 AM,C,8.5
8/11/23, 7:13:00 AM,C,8
8/11/23, 8:13:00 AM,C,8.5
8/11/23, 9:13:00 AM,C,10
8/11/23, 10:13:00 AM,C,11
8/11/23, 11:13:00 AM,C,12
8/11/23, 12:13:00 PM,C,12
8/11/23, 1:13:00 PM,C,13
8/11/23, 2:13:00 PM,C,13.5
8/11/23, 3:13:00 PM,C,14
8/11/23, 4:13:00 PM,C,14
8/11/23, 5:13:00 PM,C,13
8/11/23, 6:13:00 PM,C,12.5
8/11/23, 7:13:00 PM,C,12
8/11/23, 8:13:00 PM,C,11
8/11/23, 9:13:00 PM,C,10.5
8/11/23, 10:13:00 PM,C,10
8/11/23, 11:13:00 PM,C,9
8/12/23, 12:13:00 AM,C,8.5
8/12/23, 1:13:00 AM,C,8
8/12/23, 2:13:00 AM,C,8
8/12/23, 3:13:00 AM,C,7.5
8/12/23, 4:13:00 AM,C,7
8/12/23, 5:13:00 AM,C,7
8/12/23, 6:13:00 AM,C,7
8/12/23, 7:13:00 AM,C,7.5
8/12/23, 8:13:00 AM,C,8
8/12/23, 9:13:00 AM,C,8.5
8/12/23, 10:13:00 AM,C,9
8/12/23, 11:13:00 AM,C,10
8/12/23, 12:13:00 PM,C,11
8/12/23, 1:13:00 PM,C,11.5
8/12/23, 2:13:00 PM,C,10.5
8/12/23, 3:13:00 PM,C,11
8/12/23, 4:13:00 PM,C,11
8/12/23, 5:13:00 PM,C,11
8/12/23, 6:13:00 PM,C,11
8/12/23, 7:13:00 PM,C,11
8/12/23, 8:13:00 PM,C,10.5
8/12/23, 9:13:00 PM,C,10
8/12/23, 10:13:00 PM,C,9.5
8/12/23, 11:13:00 PM,C,9
8/13/23, 12:13:00 AM,C,8
8/13/23, 1:13:00 AM,C,7.5
8/13/23, 2:13:00 AM,C,7.5
8/13/23, 3:13:00 AM,C,7
8/13/23, 4:13:00 AM,C,7
8/13/23, 5:13:00 AM,C,6.5
8/13/23, 6:13:00 AM,C,6.5
8/13/23, 7:13:00 AM,C,6.5
8/13/23, 8:13:00 AM,C,7
8/13/23, 9:13:00 AM,C,8
8/13/23, 10:13:00 AM,C,9
8/13/23, 11:13:00 AM,C,10.5
8/13/23, 12:13:00 PM,C,10
8/13/23, 1:13:00 PM,C,11
8/13/23, 2:13:00 PM,C,11
8/13/23, 3:13:00 PM,C,11.5
8/13/23, 4:13:00 PM,C,11.5
8/13/23, 5:13:00 PM,C,11
8/13/23, 6:13:00 PM,C,10
8/13/23, 7:13:00 PM,C,9.5
8/13/23, 8:13:00 PM,C,9
8/13/23, 9:13:00 PM,C,8.5
8/13/23, 10:13:00 PM,C,8.5
8/13/23, 11:13:00 PM,C,8
8/14/23, 12:13:00 AM,C,8
8/14/23, 1:13:00 AM,C,7.5
8/14/23, 2:13:00 AM,C,7
8/14/23, 3:13:00 AM,C,6.5
8/14/23, 4:13:00 AM,C,6
8/14/23, 5:13:00 AM,C,5.5
8/14/23, 6:13:00 AM,C,5
8/14/23, 7:13:00 AM,C,4.5
8/14/23, 8:13:00 AM,C,5
8/14/23, 9:13:00 AM,C,6
8/14/23, 10:13:00 AM,C,8
8/14/23, 11:13:00 AM,C,10
8/14/23, 12:13:00 PM,C,11.5
8/14/23, 1:13:00 PM,C,12
8/14/23, 2:13:00 PM,C,13
8/14/23, 3:13:00 PM,C,13.5
8/14/23, 4:13:00 PM,C,14
8/14/23, 5:13:00 PM,C,13.5
8/14/23, 6:13:00 PM,C,13
8/14/23, 7:13:00 PM,C,12
8/14/23, 8:13:00 PM,C,11.5
8/14/23, 9:13:00 PM,C,10.5
8/14/23, 10:13:00 PM,C,9.5
8/14/23, 11:13:00 PM,C,9
8/15/23, 12:13:00 AM,C,8.5
8/15/23, 1:13:00 AM,C,7.5
8/15/23, 2:13:00 AM,C,7
8/15/23, 3:13:00 AM,C,6.5
8/15/23, 4:13:00 AM,C,6.5
8/15/23, 5:13:00 AM,C,6
8/15/23, 6:13:00 AM,C,6
8/15/23, 7:13:00 AM,C,6
8/15/23, 8:13:00 AM,C,6.5
8/15/23, 9:13:00 AM,C,8.5
8/15/23, 10:13:00 AM,C,11
8/15/23, 11:13:00 AM,C,12.5
8/15/23, 12:13:00 PM,C,14
8/15/23, 1:13:00 PM,C,14.5
8/15/23, 2:13:00 PM,C,15
8/15/23, 3:13:00 PM,C,16
8/15/23, 4:13:00 PM,C,16.5
8/15/23, 5:13:00 PM,C,16.5
8/15/23, 6:13:00 PM,C,16
8/15/23, 7:13:00 PM,C,16
8/15/23, 8:13:00 PM,C,14.5
8/15/23, 9:13:00 PM,C,13.5
8/15/23, 10:13:00 PM,C,12.5
8/15/23, 11:13:00 PM,C,11.5
8/16/23, 12:13:00 AM,C,11
8/16/23, 1:13:00 AM,C,10.5
8/16/23, 2:13:00 AM,C,9.5
8/16/23, 3:13:00 AM,C,9
8/16/23, 4:13:00 AM,C,8.5
8/16/23, 5:13:00 AM,C,8.5
8/16/23, 6:13:00 AM,C,8.5
8/16/23, 7:13:00 AM,C,8.5
8/16/23, 8:13:00 AM,C,9.5
8/16/23, 9:13:00 AM,C,10.5
8/16/23, 10:13:00 AM,C,13
8/16/23, 11:13:00 AM,C,14.5
8/16/23, 12:13:00 PM,C,15
8/16/23, 1:13:00 PM,C,16
8/16/23, 2:13:00 PM,C,16.5
8/16/23, 3:13:00 PM,C,17
8/16/23, 4:13:00 PM,C,17.5
8/16/23, 5:13:00 PM,C,17.5
8/16/23, 6:13:00 PM,C,15.5
8/16/23, 7:13:00 PM,C,14.5
8/16/23, 8:13:00 PM,C,13.5
8/16/23, 9:13:00 PM,C,13
8/16/23, 10:13:00 PM,C,12.5
8/16/23, 11:13:00 PM,C,12.5
8/17/23, 12:13:00 AM,C,12
8/17/23, 1:13:00 AM,C,11
8/17/23, 2:13:00 AM,C,10.5
8/17/23, 3:13:00 AM,C,10
8/17/23, 4:13:00 AM,C,9
8/17/23, 5:13:00 AM,C,9
8/17/23, 6:13:00 AM,C,8.5
8/17/23, 7:13:00 AM,C,8
8/17/23, 8:13:00 AM,C,9
8/17/23, 9:13:00 AM,C,10
8/17/23, 10:13:00 AM,C,13
8/17/23, 11:13:00 AM,C,14
8/17/23, 12:13:00 PM,C,15
8/17/23, 1:13:00 PM,C,16
8/17/23, 2:13:00 PM,C,16.5
8/17/23, 3:13:00 PM,C,17.5
8/17/23, 4:13:00 PM,C,17
8/17/23, 5:13:00 PM,C,16
8/17/23, 6:13:00 PM,C,16
8/17/23, 7:13:00 PM,C,15
8/17/23, 8:13:00 PM,C,14.5
8/17/23, 9:13:00 PM,C,13.5
8/17/23, 10:13:00 PM,C,13
8/17/23, 11:13:00 PM,C,12.5
8/18/23, 12:13:00 AM,C,12
8/18/23, 1:13:00 AM,C,11.5
8/18/23, 2:13:00 AM,C,11
8/18/23, 3:13:00 AM,C,11
8/18/23, 4:13:00 AM,C,10.5
8/18/23, 5:13:00 AM,C,10.5
8/18/23, 6:13:00 AM,C,10.5
8/18/23, 7:13:00 AM,C,10.5
8/18/23, 8:13:00 AM,C,11
8/18/23, 9:13:00 AM,C,12
8/18/23, 10:13:00 AM,C,13.5
8/18/23, 11:13:00 AM,C,14
8/18/23, 12:13:00 PM,C,14
8/18/23, 1:13:00 PM,C,15.5
8/18/23, 2:13:00 PM,C,14
8/18/23, 3:13:00 PM,C,14.5
8/18/23, 4:13:00 PM,C,15
8/18/23, 5:13:00 PM,C,15
8/18/23, 6:13:00 PM,C,15
8/18/23, 7:13:00 PM,C,14.5
8/18/23, 8:13:00 PM,C,13.5
8/18/23, 9:13:00 PM,C,13
8/18/23, 10:13:00 PM,C,13
8/18/23, 11:13:00 PM,C,12.5
8/19/23, 12:13:00 AM,C,12
8/19/23, 1:13:00 AM,C,11.5
8/19/23, 2:13:00 AM,C,11
8/19/23, 3:13:00 AM,C,11.5
8/19/23, 4:13:00 AM,C,11.5
8/19/23, 5:13:00 AM,C,11
8/19/23, 6:13:00 AM,C,11
8/19/23, 7:13:00 AM,C,10
8/19/23, 8:13:00 AM,C,10.5
8/19/23, 9:13:00 AM,C,12
8/19/23, 10:13:00 AM,C,14
8/19/23, 11:13:00 AM,C,15.5
8/19/23, 12:13:00 PM,C,16.5
8/19/23, 1:13:00 PM,C,17
8/19/23, 2:13:00 PM,C,17
8/19/23, 3:13:00 PM,C,17.5
8/19/23, 4:13:00 PM,C,17.5
8/19/23, 5:13:00 PM,C,17.5
8/19/23, 6:13:00 PM,C,17
8/19/23, 7:13:00 PM,C,16
8/19/23, 8:13:00 PM,C,15.5
8/19/23, 9:13:00 PM,C,14.5
8/19/23, 10:13:00 PM,C,14
8/19/23, 11:13:00 PM,C,13.5
8/20/23, 12:13:00 AM,C,13
8/20/23, 1:13:00 AM,C,13
8/20/23, 2:13:00 AM,C,12
8/20/23, 3:13:00 AM,C,11.5
8/20/23, 4:13:00 AM,C,10.5
8/20/23, 5:13:00 AM,C,10
8/20/23, 6:13:00 AM,C,9.5
8/20/23, 7:13:00 AM,C,9
8/20/23, 8:13:00 AM,C,10
8/20/23, 9:13:00 AM,C,11
8/20/23, 10:13:00 AM,C,13
8/20/23, 11:13:00 AM,C,14
8/20/23, 12:13:00 PM,C,15.5
8/20/23, 1:13:00 PM,C,16
8/20/23, 2:13:00 PM,C,16.5
8/20/23, 3:13:00 PM,C,17.5
8/20/23, 4:13:00 PM,C,18
8/20/23, 5:13:00 PM,C,17.5
8/20/23, 6:13:00 PM,C,17
8/20/23, 7:13:00 PM,C,16.5
8/20/23, 8:13:00 PM,C,15
8/20/23, 9:13:00 PM,C,14
8/20/23, 10:13:00 PM,C,13
8/20/23, 11:13:00 PM,C,12.5
8/21/23, 12:13:00 AM,C,12
8/21/23, 1:13:00 AM,C,11.5
8/21/23, 2:13:00 AM,C,11
8/21/23, 3:13:00 AM,C,10.5
8/21/23, 4:13:00 AM,C,10
8/21/23, 5:13:00 AM,C,9
8/21/23, 6:13:00 AM,C,8.5
8/21/23, 7:13:00 AM,C,8.5
8/21/23, 8:13:00 AM,C,9
8/21/23, 9:13:00 AM,C,11
8/21/23, 10:13:00 AM,C,13.5
8/21/23, 11:13:00 AM,C,15
8/21/23, 12:13:00 PM,C,16.5
8/21/23, 1:13:00 PM,C,16.5
8/21/23, 2:13:00 PM,C,17.5
8/21/23, 3:13:00 PM,C,17.5
8/21/23, 4:13:00 PM,C,18
8/21/23, 5:13:00 PM,C,18
8/21/23, 6:13:00 PM,C,17.5
8/21/23, 7:13:00 PM,C,16.5
8/21/23, 8:13:00 PM,C,15.5
8/21/23, 9:13:00 PM,C,14.5
8/21/23, 10:13:00 PM,C,13.5
8/21/23, 11:13:00 PM,C,13
8/22/23, 12:13:00 AM,C,12.5
8/22/23, 1:13:00 AM,C,11.5
8/22/23, 2:13:00 AM,C,11
8/22/23, 3:13:00 AM,C,10.5
8/22/23, 4:13:00 AM,C,10
8/22/23, 5:13:00 AM,C,9.5
8/22/23, 6:13:00 AM,C,9
8/22/23, 7:13:00 AM,C,8.5
8/22/23, 8:13:00 AM,C,9
8/22/23, 9:13:00 AM,C,11.5
8/22/23, 10:13:00 AM,C,13.5
8/22/23, 11:13:00 AM,C,14.5
8/22/23, 12:13:00 PM,C,16
8/22/23, 1:13:00 PM,C,16
8/22/23, 2:13:00 PM,C,16.5
8/22/23, 3:13:00 PM,C,17.5
8/22/23, 4:13:00 PM,C,17.5
8/22/23, 5:13:00 PM,C,17
8/22/23, 6:13:00 PM,C,17
8/22/23, 7:13:00 PM,C,16
8/22/23, 8:13:00 PM,C,14.5
8/22/23, 9:13:00 PM,C,13.5
8/22/23, 10:13:00 PM,C,13
8/22/23, 11:13:00 PM,C,12
8/23/23, 12:13:00 AM,C,11.5
8/23/23, 1:13:00 AM,C,11
8/23/23, 2:13:00 AM,C,10.5
8/23/23, 3:13:00 AM,C,10
8/23/23, 4:13:00 AM,C,10
8/23/23, 5:13:00 AM,C,9.5
8/23/23, 6:13:00 AM,C,10
8/23/23, 7:13:00 AM,C,9.5
8/23/23, 8:13:00 AM,C,10
8/23/23, 9:13:00 AM,C,11
8/23/23, 10:13:00 AM,C,13
8/23/23, 11:13:00 AM,C,14
8/23/23, 12:13:00 PM,C,14.5
8/23/23, 1:13:00 PM,C,15.5
8/23/23, 2:13:00 PM,C,15.5
8/23/23, 3:13:00 PM,C,15.5
8/23/23, 4:13:00 PM,C,16
8/23/23, 5:13:00 PM,C,16
8/23/23, 6:13:00 PM,C,15.5
8/23/23, 7:13:00 PM,C,15
8/23/23, 8:13:00 PM,C,14
8/23/23, 9:13:00 PM,C,13.5
8/23/23, 10:13:00 PM,C,13
8/23/23, 11:13:00 PM,C,13
8/24/23, 12:13:00 AM,C,12.5
8/24/23, 1:13:00 AM,C,12
8/24/23, 2:13:00 AM,C,11.5
8/24/23, 3:13:00 AM,C,11.5
8/24/23, 4:13:00 AM,C,11
8/24/23, 5:13:00 AM,C,10.5
8/24/23, 6:13:00 AM,C,9.5
8/24/23, 7:13:00 AM,C,9
8/24/23, 8:13:00 AM,C,9.5
8/24/23, 9:13:00 AM,C,11
8/24/23, 10:13:00 AM,C,12.5
8/24/23, 11:13:00 AM,C,14.5
8/24/23, 12:13:00 PM,C,14.5
8/24/23, 1:13:00 PM,C,15
8/24/23, 2:13:00 PM,C,15
8/24/23, 3:13:00 PM,C,16
8/24/23, 4:13:00 PM,C,15.5
8/24/23, 5:13:00 PM,C,15
8/24/23, 6:13:00 PM,C,14
8/24/23, 7:13:00 PM,C,13
8/24/23, 8:13:00 PM,C,12
8/24/23, 9:13:00 PM,C,11
8/24/23, 10:13:00 PM,C,11
8/24/23, 11:13:00 PM,C,10.5
8/25/23, 12:13:00 AM,C,10
8/25/23, 1:13:00 AM,C,9.5
8/25/23, 2:13:00 AM,C,9.5
8/25/23, 3:13:00 AM,C,9.5
8/25/23, 4:13:00 AM,C,9
8/25/23, 5:13:00 AM,C,9
8/25/23, 6:13:00 AM,C,9
8/25/23, 7:13:00 AM,C,8.5
8/25/23, 8:13:00 AM,C,9
8/25/23, 9:13:00 AM,C,9
8/25/23, 10:13:00 AM,C,9
8/25/23, 11:13:00 AM,C,9
8/25/23, 12:13:00 PM,C,9.5
8/25/23, 1:13:00 PM,C,10
8/25/23, 2:13:00 PM,C,10
8/25/23, 3:13:00 PM,C,9.5
8/25/23, 4:13:00 PM,C,10
8/25/23, 5:13:00 PM,C,9.5
8/25/23, 6:13:00 PM,C,9
8/25/23, 7:13:00 PM,C,9
8/25/23, 8:13:00 PM,C,9
8/25/23, 9:13:00 PM,C,9
8/25/23, 10:13:00 PM,C,8.5
8/25/23, 11:13:00 PM,C,8.5
8/26/23, 12:13:00 AM,C,8.5
8/26/23, 1:13:00 AM,C,8.5
8/26/23, 2:13:00 AM,C,8.5
8/26/23, 3:13:00 AM,C,8
8/26/23, 4:13:00 AM,C,8
8/26/23, 5:13:00 AM,C,8
8/26/23, 6:13:00 AM,C,7.5
8/26/23, 7:13:00 AM,C,7.5
8/26/23, 8:13:00 AM,C,8
8/26/23, 9:13:00 AM,C,9.5
8/26/23, 10:13:00 AM,C,10
8/26/23, 11:13:00 AM,C,10.5
8/26/23, 12:13:00 PM,C,11
8/26/23, 1:13:00 PM,C,12
8/26/23, 2:13:00 PM,C,12
8/26/23, 3:13:00 PM,C,12
8/26/23, 4:13:00 PM,C,11.5
8/26/23, 5:13:00 PM,C,11
8/26/23, 6:13:00 PM,C,11
8/26/23, 7:13:00 PM,C,10.5
8/26/23, 8:13:00 PM,C,10
8/26/23, 9:13:00 PM,C,9.5
8/26/23, 10:13:00 PM,C,9
8/26/23, 11:13:00 PM,C,8.5
8/27/23, 12:13:00 AM,C,8
8/27/23, 1:13:00 AM,C,7.5
8/27/23, 2:13:00 AM,C,7
8/27/23, 3:13:00 AM,C,7
8/27/23, 4:13:00 AM,C,7
8/27/23, 5:13:00 AM,C,6.5
8/27/23, 6:13:00 AM,C,6.5
8/27/23, 7:13:00 AM,C,6.5
8/27/23, 8:13:00 AM,C,7
8/27/23, 9:13:00 AM,C,8
8/27/23, 10:13:00 AM,C,9.5
8/27/23, 11:13:00 AM,C,10
8/27/23, 12:13:00 PM,C,10.5
8/27/23, 1:13:00 PM,C,10.5
8/27/23, 2:13:00 PM,C,11
8/27/23, 3:13:00 PM,C,12
8/27/23, 4:13:00 PM,C,11.5
8/27/23, 5:13:00 PM,C,11.5
8/27/23, 6:13:00 PM,C,11
8/27/23, 7:13:00 PM,C,10.5
8/27/23, 8:13:00 PM,C,10
8/27/23, 9:13:00 PM,C,9.5
8/27/23, 10:13:00 PM,C,9.5
8/27/23, 11:13:00 PM,C,9
8/28/23, 12:13:00 AM,C,9
8/28/23, 1:13:00 AM,C,8.5
8/28/23, 2:13:00 AM,C,8
8/28/23, 3:13:00 AM,C,7.5
8/28/23, 4:13:00 AM,C,7
8/28/23, 5:13:00 AM,C,6.5
8/28/23, 6:13:00 AM,C,6
8/28/23, 7:13:00 AM,C,6
8/28/23, 8:13:00 AM,C,6
8/28/23, 9:13:00 AM,C,7
8/28/23, 10:13:00 AM,C,8
8/28/23, 11:13:00 AM,C,9
8/28/23, 12:13:00 PM,C,10.5
8/28/23, 1:13:00 PM,C,11
8/28/23, 2:13:00 PM,C,11.5
8/28/23, 3:13:00 PM,C,11.5
8/28/23, 4:13:00 PM,C,11.5
8/28/23, 5:13:00 PM,C,11
8/28/23, 6:13:00 PM,C,10
8/28/23, 7:13:00 PM,C,9.5
8/28/23, 8:13:00 PM,C,9.5
8/28/23, 9:13:00 PM,C,8.5
8/28/23, 10:13:00 PM,C,8
8/28/23, 11:13:00 PM,C,7.5
8/29/23, 12:13:00 AM,C,7
8/29/23, 1:13:00 AM,C,6
8/29/23, 2:13:00 AM,C,5.5
8/29/23, 3:13:00 AM,C,5.5
8/29/23, 4:13:00 AM,C,5
8/29/23, 5:13:00 AM,C,4.5
8/29/23, 6:13:00 AM,C,4
8/29/23, 7:13:00 AM,C,3.5
8/29/23, 8:13:00 AM,C,4
8/29/23, 9:13:00 AM,C,4.5
8/29/23, 10:13:00 AM,C,6.5
8/29/23, 11:13:00 AM,C,9
8/29/23, 12:13:00 PM,C,10
8/29/23, 1:13:00 PM,C,10
8/29/23, 2:13:00 PM,C,10.5
8/29/23, 3:13:00 PM,C,11.5
8/29/23, 4:13:00 PM,C,11
8/29/23, 5:13:00 PM,C,11
8/29/23, 6:13:00 PM,C,11
8/29/23, 7:13:00 PM,C,10.5
8/29/23, 8:13:00 PM,C,9.5
8/29/23, 9:13:00 PM,C,8.5
8/29/23, 10:13:00 PM,C,8
8/29/23, 11:13:00 PM,C,7.5
8/30/23, 12:13:00 AM,C,7.5
8/30/23, 1:13:00 AM,C,7
8/30/23, 2:13:00 AM,C,7
8/30/23, 3:13:00 AM,C,6.5
8/30/23, 4:13:00 AM,C,6
8/30/23, 5:13:00 AM,C,5.5
8/30/23, 6:13:00 AM,C,5
8/30/23, 7:13:00 AM,C,5
8/30/23, 8:13:00 AM,C,5.5
8/30/23, 9:13:00 AM,C,7
8/30/23, 10:13:00 AM,C,9.5
8/30/23, 11:13:00 AM,C,12
8/30/23, 12:13:00 PM,C,12.5
8/30/23, 1:13:00 PM,C,13
8/30/23, 2:13:00 PM,C,14
8/30/23, 3:13:00 PM,C,14.5
8/30/23, 4:13:00 PM,C,15
8/30/23, 5:13:00 PM,C,15
8/30/23, 6:13:00 PM,C,15
8/30/23, 7:13:00 PM,C,13.5
8/30/23, 8:13:00 PM,C,12.5
8/30/23, 9:13:00 PM,C,11.5
